itemid,hasbird,base,name,Frequence max
abf873c4-04e0-42b4-aff0,avec oiseau,apprentissage,abf873c4-04e0-42b4-aff0,7567.024817992367
55b8835d-6889-49c0-a200,avec oiseau,apprentissage,55b8835d-6889-49c0-a200,3828.1705864840724
ed8bec26-8fdc-4dfc-8dcb,avec oiseau,apprentissage,ed8bec26-8fdc-4dfc-8dcb,8750.083289181835
081f36a2-3ece-4999-bf1c,avec oiseau,apprentissage,081f36a2-3ece-4999-bf1c,5881.165767888703
49ba39bb-4e41-4fe2-b16e,avec oiseau,apprentissage,49ba39bb-4e41-4fe2-b16e,6901.114079264287
39fdd013-fc13-40a3-b8bd,avec oiseau,apprentissage,39fdd013-fc13-40a3-b8bd,1359.295738351222
72968c38-1945-4481-b094,sans oiseau,apprentissage,72968c38-1945-4481-b094,2298.064680366578
278f9951-be63-4751-b8c4,avec oiseau,apprentissage,278f9951-be63-4751-b8c4,8639.218923380877
b6ab05bf-335e-4f9c-bd39,avec oiseau,apprentissage,b6ab05bf-335e-4f9c-bd39,685.4715185571215
3f0827ed-084a-4c06-93a5,avec oiseau,apprentissage,3f0827ed-084a-4c06-93a5,6214.990551553089
4553c912-5a63-4ee2-bb8d,sans oiseau,apprentissage,4553c912-5a63-4ee2-bb8d,2946.659677260033
0573a00b-efd8-45ef-93b5,avec oiseau,apprentissage,0573a00b-efd8-45ef-93b5,5395.312457614092
24d39cde-934d-4359-afbb,avec oiseau,apprentissage,24d39cde-934d-4359-afbb,11025.0
479f9eb5-9f66-4ef0-ae2c,sans oiseau,apprentissage,479f9eb5-9f66-4ef0-ae2c,3004.630030582695
7f3a4a85-27e9-4d5e-bf41,sans oiseau,apprentissage,7f3a4a85-27e9-4d5e-bf41,2098.4370348317952
ab525419-db93-4938-b2aa,avec oiseau,apprentissage,ab525419-db93-4938-b2aa,6545.655498119028
33283825-97ed-4549-adea,avec oiseau,apprentissage,33283825-97ed-4549-adea,4487.798722563533
79565b10-c5d6-41c9-9f68,avec oiseau,apprentissage,79565b10-c5d6-41c9-9f68,1273.5293584632113
7349a999-f113-420e-87fa,avec oiseau,apprentissage,7349a999-f113-420e-87fa,7485.528843975167
72b9476b-b5e6-48c2-a455,avec oiseau,apprentissage,72b9476b-b5e6-48c2-a455,10167.15619858705
3344ea6e-1082-4b1f-91cb,avec oiseau,apprentissage,3344ea6e-1082-4b1f-91cb,7997.225772481391
94c617a6-ad71-48f9-8d92,sans oiseau,apprentissage,94c617a6-ad71-48f9-8d92,521.2970473360782
330e695e-70de-40de-ad12,avec oiseau,apprentissage,330e695e-70de-40de-ad12,8240.478091423312
e23d4421-cea3-4124-96ac,sans oiseau,apprentissage,e23d4421-cea3-4124-96ac,4062.5016915207448
8a758de2-d683-4644-9c62,avec oiseau,apprentissage,8a758de2-d683-4644-9c62,2760.3527835665377
a3f475d9-296f-463b-8540,avec oiseau,apprentissage,a3f475d9-296f-463b-8540,11025.0
44b1c3a2-cc9e-4b62-a155,avec oiseau,apprentissage,44b1c3a2-cc9e-4b62-a155,7379.176424844699
8a28d08d-0bd2-45ec-b94d,sans oiseau,apprentissage,8a28d08d-0bd2-45ec-b94d,2168.3785818681076
ae94d927-5bc5-4b57-8bd9,avec oiseau,apprentissage,ae94d927-5bc5-4b57-8bd9,2269.540651467557
2aeb9e6f-8eb3-4c83-85a9,sans oiseau,apprentissage,2aeb9e6f-8eb3-4c83-85a9,941.3170661458287
8b35e33e-057e-4e08-b39c,sans oiseau,apprentissage,8b35e33e-057e-4e08-b39c,5991.180948928264
da342d79-5574-4094-a269,avec oiseau,apprentissage,da342d79-5574-4094-a269,742.7289217755188
b131aeef-8da1-4bdf-b0e3,avec oiseau,apprentissage,b131aeef-8da1-4bdf-b0e3,5103.913745241476
f7fa5bd6-ff28-4402-945d,avec oiseau,apprentissage,f7fa5bd6-ff28-4402-945d,5235.251292321849
5cdf8d6a-db08-4387-a8dd,avec oiseau,apprentissage,5cdf8d6a-db08-4387-a8dd,11025.0
64667f30-7405-4849-b2ad,sans oiseau,apprentissage,64667f30-7405-4849-b2ad,2317.813023972448
f56be7df-1f1b-4779-971a,sans oiseau,apprentissage,f56be7df-1f1b-4779-971a,2828.3519906683186
080dc389-5a9b-4aae-8e90,avec oiseau,apprentissage,080dc389-5a9b-4aae-8e90,1324.0524111846548
f46e2b4c-336e-4c4c-bce6,sans oiseau,apprentissage,f46e2b4c-336e-4c4c-bce6,1667.1956090536096
482c4df7-857c-4e28-9b9c,avec oiseau,apprentissage,482c4df7-857c-4e28-9b9c,1210.8836528293702
d44d5c6a-a91c-4f70-a952,avec oiseau,apprentissage,d44d5c6a-a91c-4f70-a952,1852.1712888028865
095b9117-12ff-4f83-9c0d,avec oiseau,apprentissage,095b9117-12ff-4f83-9c0d,7834.346738119491
e6260a99-2b80-4461-abda,avec oiseau,apprentissage,e6260a99-2b80-4461-abda,4020.2305881079324
0800d5aa-0468-4b81-902c,avec oiseau,apprentissage,0800d5aa-0468-4b81-902c,8943.305986337002
1f583c75-ca2e-452b-a5ba,avec oiseau,apprentissage,1f583c75-ca2e-452b-a5ba,8393.956283808719
38d3e6b3-4ede-424a-9017,avec oiseau,apprentissage,38d3e6b3-4ede-424a-9017,4081.6133739983047
d3cf4093-0971-450c-9b72,avec oiseau,apprentissage,d3cf4093-0971-450c-9b72,3609.275177087927
07eaecc2-814f-4908-9539,avec oiseau,apprentissage,07eaecc2-814f-4908-9539,4100.856803911663
ebed7e9f-de70-4332-90dd,avec oiseau,apprentissage,ebed7e9f-de70-4332-90dd,8462.358103466975
0e6720f7-9444-42f9-bdc5,avec oiseau,apprentissage,0e6720f7-9444-42f9-bdc5,2155.409131946617
c7c23f0a-2c6b-40f2-89c6,avec oiseau,apprentissage,c7c23f0a-2c6b-40f2-89c6,8312.58762077458
8574bddb-210a-4126-bc22,avec oiseau,apprentissage,8574bddb-210a-4126-bc22,5384.339164324392
4395a658-1285-426f-a1fc,avec oiseau,apprentissage,4395a658-1285-426f-a1fc,1880.7827942599308
1b38ff95-ac54-4d73-b821,avec oiseau,apprentissage,1b38ff95-ac54-4d73-b821,7697.365523179408
0b56b061-4e29-4bba-9b5e,avec oiseau,apprentissage,0b56b061-4e29-4bba-9b5e,288.2085793599841
bd75707b-f629-495c-81bf,avec oiseau,apprentissage,bd75707b-f629-495c-81bf,5367.656875834446
6e781b9c-a9c2-475e-945c,avec oiseau,apprentissage,6e781b9c-a9c2-475e-945c,8044.3401715878645
87e40b0b-9be3-45da-bfb1,avec oiseau,apprentissage,87e40b0b-9be3-45da-bfb1,6007.068699868582
a76003bb-47b1-40b8-8b0c,avec oiseau,apprentissage,a76003bb-47b1-40b8-8b0c,1983.333853576748
ec8cb0d3-e1bb-451d-9d07,avec oiseau,apprentissage,ec8cb0d3-e1bb-451d-9d07,8569.10119438719
a0484d7e-295e-4ea2-a972,sans oiseau,apprentissage,a0484d7e-295e-4ea2-a972,3165.260778203827
431ae946-6511-4212-b720,avec oiseau,apprentissage,431ae946-6511-4212-b720,4430.755615234375
aa97fad2-9ec2-46ce-b8de,avec oiseau,apprentissage,aa97fad2-9ec2-46ce-b8de,9218.382770846301
45f15568-cfc1-43bc-8a78,avec oiseau,apprentissage,45f15568-cfc1-43bc-8a78,5808.178801786157
4335ef7d-8e8c-4151-9458,avec oiseau,apprentissage,4335ef7d-8e8c-4151-9458,485.1992928900182
0f51b95c-1a1f-4597-81d3,avec oiseau,apprentissage,0f51b95c-1a1f-4597-81d3,4458.656526563642
7696e782-b27b-443d-9c85,avec oiseau,apprentissage,7696e782-b27b-443d-9c85,8393.466085874301
0042e80d-b0de-4129-8008,avec oiseau,apprentissage,0042e80d-b0de-4129-8008,4964.692413304398
83ef421f-72e6-4f62-b864,sans oiseau,apprentissage,83ef421f-72e6-4f62-b864,3969.1398921466443
b66b63e2-d315-441f-9321,avec oiseau,apprentissage,b66b63e2-d315-441f-9321,10696.478930417603
8f32f538-e829-4118-a016,avec oiseau,apprentissage,8f32f538-e829-4118-a016,524.577497264696
fb3e492f-c291-4ed2-9fc1,sans oiseau,apprentissage,fb3e492f-c291-4ed2-9fc1,3901.4736528728786
9f4a6d0d-612d-4843-aa55,avec oiseau,apprentissage,9f4a6d0d-612d-4843-aa55,8384.74223836308
5c166e28-bcd3-49c0-8c0a,avec oiseau,apprentissage,5c166e28-bcd3-49c0-8c0a,8414.41269769339
f483d08c-5f3b-46f7-be9e,sans oiseau,apprentissage,f483d08c-5f3b-46f7-be9e,7747.369543548343
0f3a6873-c832-4785-bdae,sans oiseau,apprentissage,0f3a6873-c832-4785-bdae,4523.206988010501
f6a1a07f-56be-41cb-960c,sans oiseau,apprentissage,f6a1a07f-56be-41cb-960c,4548.746990926486
c43413fa-adab-4036-9cd4,avec oiseau,apprentissage,c43413fa-adab-4036-9cd4,8787.018593196026
aff4c62d-70f0-46b7-9d5f,avec oiseau,apprentissage,aff4c62d-70f0-46b7-9d5f,6105.9584349657525
1b94ae1f-3101-464b-98e6,avec oiseau,apprentissage,1b94ae1f-3101-464b-98e6,8484.558616939321
7acddc5a-a280-47af-b41d,sans oiseau,apprentissage,7acddc5a-a280-47af-b41d,4876.669396865971
e028e8e4-55ac-496d-a698,sans oiseau,apprentissage,e028e8e4-55ac-496d-a698,10273.270589190506
71b4fdc0-47ef-4acc-8f5a,avec oiseau,apprentissage,71b4fdc0-47ef-4acc-8f5a,3670.4247746894366
2baa6aa8-d696-4e46-82e4,avec oiseau,apprentissage,2baa6aa8-d696-4e46-82e4,8403.516007840575
9787510e-5a96-4745-afc0,sans oiseau,apprentissage,9787510e-5a96-4745-afc0,2427.020441958953
6e2c44e1-2751-4836-b379,avec oiseau,apprentissage,6e2c44e1-2751-4836-b379,6343.9477387750685
382dd60c-7864-48eb-9579,avec oiseau,apprentissage,382dd60c-7864-48eb-9579,10029.867222549508
ec983c27-2f29-4cb1-9318,avec oiseau,apprentissage,ec983c27-2f29-4cb1-9318,7692.346206933881
c1849982-ffd2-4564-acb4,avec oiseau,apprentissage,c1849982-ffd2-4564-acb4,4852.258264853334
c82a530c-51c9-4da5-9df3,avec oiseau,apprentissage,c82a530c-51c9-4da5-9df3,8607.511201845322
a86d70db-4613-48ba-9edf,avec oiseau,apprentissage,a86d70db-4613-48ba-9edf,5581.021904408906
25c78355-e984-465b-9c6e,avec oiseau,apprentissage,25c78355-e984-465b-9c6e,4767.003934794829
3e9896cb-94bb-478c-bbf0,avec oiseau,apprentissage,3e9896cb-94bb-478c-bbf0,6904.260374684442
d6c74d45-fe1f-46d0-b5e0,avec oiseau,apprentissage,d6c74d45-fe1f-46d0-b5e0,1269.7757936329351
afe887c9-2080-40bc-9f7d,sans oiseau,apprentissage,afe887c9-2080-40bc-9f7d,4365.0633305366855
b97cbe48-1143-42d3-ac7d,avec oiseau,apprentissage,b97cbe48-1143-42d3-ac7d,5358.209825807991
7c45ed01-f83b-4f40-83bb,avec oiseau,apprentissage,7c45ed01-f83b-4f40-83bb,2111.8643265041
9dec38f7-8e38-4e39-bbf2,sans oiseau,apprentissage,9dec38f7-8e38-4e39-bbf2,2866.7765027470296
efbd5e1a-e458-4669-adba,avec oiseau,apprentissage,efbd5e1a-e458-4669-adba,817.177528959614
8afe07ca-8657-4dd8-8ac5,avec oiseau,apprentissage,8afe07ca-8657-4dd8-8ac5,5505.355508224951
cd3cc83d-6baf-40b1-a8ed,avec oiseau,apprentissage,cd3cc83d-6baf-40b1-a8ed,1584.8381681862775
dbf04025-62e6-49ed-8c10,sans oiseau,apprentissage,dbf04025-62e6-49ed-8c10,1505.4437069924318
4f6a552f-351d-456c-b990,avec oiseau,apprentissage,4f6a552f-351d-456c-b990,4724.65740698781
cbcc3388-48fa-48ff-b475,avec oiseau,apprentissage,cbcc3388-48fa-48ff-b475,8266.83536766895
39b93468-b55d-414d-b459,avec oiseau,apprentissage,39b93468-b55d-414d-b459,10000.070078035284
9364f7ea-e808-4bf2-8e6d,avec oiseau,apprentissage,9364f7ea-e808-4bf2-8e6d,7765.121553873432
8c0c2877-d942-4689-8261,avec oiseau,apprentissage,8c0c2877-d942-4689-8261,8131.322024890385
a4eab2bb-9323-4eaa-ad77,avec oiseau,apprentissage,a4eab2bb-9323-4eaa-ad77,4195.282686946873
b3b73200-4975-431e-9c06,avec oiseau,apprentissage,b3b73200-4975-431e-9c06,797.1730140114809
f87c46c9-57f7-4cfd-9c27,sans oiseau,apprentissage,f87c46c9-57f7-4cfd-9c27,596.6545650188533
c859df63-b828-4755-ab55,avec oiseau,apprentissage,c859df63-b828-4755-ab55,1468.926563613489
476db18e-35b0-40c3-a069,avec oiseau,apprentissage,476db18e-35b0-40c3-a069,2129.711695007236
da3fad53-0c3f-4043-bf9b,avec oiseau,apprentissage,da3fad53-0c3f-4043-bf9b,734.7335387682966
f12423fd-3cf3-40ec-b73a,avec oiseau,apprentissage,f12423fd-3cf3-40ec-b73a,1837.3172319628181
727e8d44-bf98-4796-849d,avec oiseau,apprentissage,727e8d44-bf98-4796-849d,7772.935977434743
00e3f7e8-b361-46f6-9df7,avec oiseau,apprentissage,00e3f7e8-b361-46f6-9df7,8562.43470729925
bf8ec9f3-f9ca-4157-8c5e,sans oiseau,apprentissage,bf8ec9f3-f9ca-4157-8c5e,2013.1985980676066
ab763783-cd63-4c95-a455,avec oiseau,apprentissage,ab763783-cd63-4c95-a455,463.98752334298626
45954508-b6e5-47ea-80ac,sans oiseau,apprentissage,45954508-b6e5-47ea-80ac,2373.4589613983057
6e5cf2aa-8900-42f6-be4a,avec oiseau,apprentissage,6e5cf2aa-8900-42f6-be4a,7315.909511758534
b4ee926b-7cc2-4c34-b0a2,avec oiseau,apprentissage,b4ee926b-7cc2-4c34-b0a2,442.603679774774
37d3674f-b2a5-490d-9b4f,avec oiseau,apprentissage,37d3674f-b2a5-490d-9b4f,7178.643129736475
0ad611cb-b864-4efd-9a26,avec oiseau,apprentissage,0ad611cb-b864-4efd-9a26,1924.578473030393
6f836765-3b05-4494-b0e0,sans oiseau,apprentissage,6f836765-3b05-4494-b0e0,1531.308019161547
8340d956-ef59-4548-9605,sans oiseau,apprentissage,8340d956-ef59-4548-9605,11025.0
b7a49bf2-f898-41ec-be40,sans oiseau,apprentissage,b7a49bf2-f898-41ec-be40,5630.4234699394465
d640c806-138a-439c-af2b,avec oiseau,apprentissage,d640c806-138a-439c-af2b,608.7497047548102
ef0d5c75-18ee-4a2e-b0f8,avec oiseau,apprentissage,ef0d5c75-18ee-4a2e-b0f8,7576.168744434551
472bbd15-5ab6-46de-b72f,sans oiseau,apprentissage,472bbd15-5ab6-46de-b72f,10527.1398667161
270ba975-c240-4b84-abdb,avec oiseau,apprentissage,270ba975-c240-4b84-abdb,196.8486626771429
e8565c17-08df-464d-84ba,avec oiseau,apprentissage,e8565c17-08df-464d-84ba,8710.584356731772
99a9c4ed-4ddd-4a6d-bd89,avec oiseau,apprentissage,99a9c4ed-4ddd-4a6d-bd89,7000.526810912512
d05de7f0-d9d3-4b46-8322,avec oiseau,apprentissage,d05de7f0-d9d3-4b46-8322,7009.742482881809
309a5351-86da-4597-8cf1,avec oiseau,apprentissage,309a5351-86da-4597-8cf1,9223.355841836044
d23af8af-331b-4491-af79,avec oiseau,apprentissage,d23af8af-331b-4491-af79,7186.517447301573
dcffaa68-4f88-47a7-bf1e,sans oiseau,apprentissage,dcffaa68-4f88-47a7-bf1e,11025.0
c7315586-228b-472e-9860,avec oiseau,apprentissage,c7315586-228b-472e-9860,4354.642679113609
651b3eb1-e719-4d83-93db,avec oiseau,apprentissage,651b3eb1-e719-4d83-93db,8912.450048940813
717e4695-3629-45b5-b26f,avec oiseau,apprentissage,717e4695-3629-45b5-b26f,7148.390239712093
5b6b9904-019a-4c67-88b4,avec oiseau,apprentissage,5b6b9904-019a-4c67-88b4,1207.3349129722308
24c02a07-b7d4-4595-aad8,sans oiseau,apprentissage,24c02a07-b7d4-4595-aad8,1186.8291723557975
1eb2f4e3-d414-4ef0-a509,avec oiseau,apprentissage,1eb2f4e3-d414-4ef0-a509,5710.297503058867
1ab48bdf-f785-406b-abd7,avec oiseau,apprentissage,1ab48bdf-f785-406b-abd7,7781.955331727611
3e8fc73f-42f8-4cd3-abb4,sans oiseau,apprentissage,3e8fc73f-42f8-4cd3-abb4,9006.996114399313
4c1bfa7d-75c5-4806-8b01,avec oiseau,apprentissage,4c1bfa7d-75c5-4806-8b01,4163.70454765403
a574f811-d0ce-486e-95f7,sans oiseau,apprentissage,a574f811-d0ce-486e-95f7,1844.577876467123
aeaa241e-83fd-4651-8f7c,avec oiseau,apprentissage,aeaa241e-83fd-4651-8f7c,5843.294965332851
0ef19fc2-0945-458f-9240,avec oiseau,apprentissage,0ef19fc2-0945-458f-9240,11025.0
2720c2ba-1085-442b-82c1,avec oiseau,apprentissage,2720c2ba-1085-442b-82c1,4782.1050637365015
8f1f8161-2031-48e4-8243,avec oiseau,apprentissage,8f1f8161-2031-48e4-8243,6795.900430322878
1e069b5a-047e-4ad6-b07a,avec oiseau,apprentissage,1e069b5a-047e-4ad6-b07a,4724.831055412037
96712af2-787b-4c8f-909e,avec oiseau,apprentissage,96712af2-787b-4c8f-909e,5823.917465135283
f4560882-e3c7-47f5-af89,avec oiseau,apprentissage,f4560882-e3c7-47f5-af89,5084.0596628920875
c0977a9d-9c39-446d-a2e4,avec oiseau,apprentissage,c0977a9d-9c39-446d-a2e4,7575.369605121575
a4a41016-4f6b-48c5-8bec,avec oiseau,apprentissage,a4a41016-4f6b-48c5-8bec,263.63175247273654
76c0a85c-e7e4-4c7c-ab78,avec oiseau,apprentissage,76c0a85c-e7e4-4c7c-ab78,8216.507889252753
0d900867-9d6f-4b18-9300,avec oiseau,apprentissage,0d900867-9d6f-4b18-9300,4271.906466669688
7d392053-6522-4e18-83d4,avec oiseau,apprentissage,7d392053-6522-4e18-83d4,1091.025490320189
bef6f863-a3b5-4a28-92bf,avec oiseau,apprentissage,bef6f863-a3b5-4a28-92bf,6886.500257706324
11bf5e93-0177-45ef-8209,avec oiseau,apprentissage,11bf5e93-0177-45ef-8209,3697.6061513336963
435b8ec7-bc2c-456f-9d8b,avec oiseau,apprentissage,435b8ec7-bc2c-456f-9d8b,5168.114833960323
07839e2d-e3d7-49c0-85cb,avec oiseau,apprentissage,07839e2d-e3d7-49c0-85cb,7958.883408233944
7dd4baed-0441-42fa-ae1c,sans oiseau,apprentissage,7dd4baed-0441-42fa-ae1c,1960.5055770017611
f2adf567-656e-488b-9f64,avec oiseau,apprentissage,f2adf567-656e-488b-9f64,4239.681371532816
2cd29ae9-fc5d-403e-8f81,avec oiseau,apprentissage,2cd29ae9-fc5d-403e-8f81,434.3480202441203
4549535e-efa0-42ad-ad92,sans oiseau,apprentissage,4549535e-efa0-42ad-ad92,1395.9822679964916
485e3e91-6857-43af-94cf,avec oiseau,apprentissage,485e3e91-6857-43af-94cf,72.92774713732781
fe9805d9-a03c-4741-acd3,avec oiseau,apprentissage,fe9805d9-a03c-4741-acd3,7388.83288480059
19195e80-ae95-4f63-9c85,sans oiseau,apprentissage,19195e80-ae95-4f63-9c85,3046.4558320387214
43b7e6e3-0f54-45ca-aa11,avec oiseau,apprentissage,43b7e6e3-0f54-45ca-aa11,516.8014320103698
d7efe159-812a-4f52-97dd,avec oiseau,apprentissage,d7efe159-812a-4f52-97dd,8270.913285880537
aa2dee53-8e70-420e-a226,sans oiseau,apprentissage,aa2dee53-8e70-420e-a226,1679.7044574954666
54b30041-28c4-4b71-a98e,avec oiseau,apprentissage,54b30041-28c4-4b71-a98e,11025.0
66203767-1c15-4f2c-8ca0,avec oiseau,apprentissage,66203767-1c15-4f2c-8ca0,1264.068342380546
d49c50d7-939f-439e-951e,avec oiseau,apprentissage,d49c50d7-939f-439e-951e,5381.302825404491
9decf804-1ea6-4340-8c2c,sans oiseau,apprentissage,9decf804-1ea6-4340-8c2c,3727.8140139110665
dd18f162-2ca8-46fc-8563,sans oiseau,apprentissage,dd18f162-2ca8-46fc-8563,925.3379569766075
7ab56ffd-6fb9-4985-9c2b,avec oiseau,apprentissage,7ab56ffd-6fb9-4985-9c2b,5190.446103209122
d8e45111-89bf-4fcc-a4a2,avec oiseau,apprentissage,d8e45111-89bf-4fcc-a4a2,4507.392622263119
d8fa75e9-b20a-4eda-95dd,avec oiseau,apprentissage,d8fa75e9-b20a-4eda-95dd,5158.494500208738
709e8a1d-8c2b-4d1d-9e46,sans oiseau,apprentissage,709e8a1d-8c2b-4d1d-9e46,2050.9939375896506
3d02ecc3-df97-4462-999f,avec oiseau,apprentissage,3d02ecc3-df97-4462-999f,7104.429754526509
e667a6e9-46dd-4463-8d27,avec oiseau,apprentissage,e667a6e9-46dd-4463-8d27,8275.952212232605
6355df0f-c744-4348-95ba,avec oiseau,apprentissage,6355df0f-c744-4348-95ba,7344.583419988969
d721f252-f304-4ac4-baba,avec oiseau,apprentissage,d721f252-f304-4ac4-baba,3805.4660805728013
956ac663-66de-47c4-a8f5,avec oiseau,apprentissage,956ac663-66de-47c4-a8f5,8312.98546645376
c6a934f3-ff3e-43bf-a999,sans oiseau,apprentissage,c6a934f3-ff3e-43bf-a999,2659.598365314352
51c73267-5701-4f40-a572,avec oiseau,apprentissage,51c73267-5701-4f40-a572,4719.702100532593
8edf1de7-9e7c-478f-984d,avec oiseau,apprentissage,8edf1de7-9e7c-478f-984d,5582.396365056586
92876b84-e17b-4a2e-b552,avec oiseau,apprentissage,92876b84-e17b-4a2e-b552,10194.795528972367
b0baa02d-fae2-4d25-9b17,sans oiseau,apprentissage,b0baa02d-fae2-4d25-9b17,2627.7557709444695
8de00c82-c96b-487a-bae0,avec oiseau,apprentissage,8de00c82-c96b-487a-bae0,467.00244255066946
d91d87ac-a741-49a9-a327,sans oiseau,apprentissage,d91d87ac-a741-49a9-a327,3943.4031702398934
aa82ef2f-37aa-4397-83bd,avec oiseau,apprentissage,aa82ef2f-37aa-4397-83bd,5443.862294400087
420198d7-6f7c-4a1b-80b1,avec oiseau,apprentissage,420198d7-6f7c-4a1b-80b1,252.55951472265374
02b99018-a4ec-4e22-a2b3,sans oiseau,apprentissage,02b99018-a4ec-4e22-a2b3,10284.290991129477
d0e0c65f-4530-4366-be20,sans oiseau,apprentissage,d0e0c65f-4530-4366-be20,3249.794489509222
776f629d-19f8-4e43-8d8d,sans oiseau,apprentissage,776f629d-19f8-4e43-8d8d,10186.697785268481
8eda6a89-891e-464f-b31b,sans oiseau,apprentissage,8eda6a89-891e-464f-b31b,3106.366164730025
9170470c-940b-4812-9d28,sans oiseau,apprentissage,9170470c-940b-4812-9d28,8287.18238931442
401b170b-8ca8-441a-bcd9,avec oiseau,apprentissage,401b170b-8ca8-441a-bcd9,10000.050069014045
fcc3c7f2-26fc-4982-9d4c,avec oiseau,apprentissage,fcc3c7f2-26fc-4982-9d4c,6998.801726704376
376d0c79-89ad-4cc6-aa56,sans oiseau,apprentissage,376d0c79-89ad-4cc6-aa56,1835.600930156658
edd0c85b-624b-43e7-aae7,sans oiseau,apprentissage,edd0c85b-624b-43e7-aae7,5916.722545745839
ca3d7e03-f047-453a-9f0e,sans oiseau,apprentissage,ca3d7e03-f047-453a-9f0e,4823.185539611334
4ccd80e3-6614-4af4-9660,avec oiseau,apprentissage,4ccd80e3-6614-4af4-9660,8420.503261251995
cb512ece-8c89-45e8-b439,avec oiseau,apprentissage,cb512ece-8c89-45e8-b439,6828.704849029572
7c0b8984-ea9c-4548-87bd,avec oiseau,apprentissage,7c0b8984-ea9c-4548-87bd,2787.9768697271934
fdda3263-9954-429e-acc3,avec oiseau,apprentissage,fdda3263-9954-429e-acc3,5267.4459735560695
23f0fc74-cdf2-4a56-9a53,avec oiseau,apprentissage,23f0fc74-cdf2-4a56-9a53,2401.671700228771
6d5c6e0f-b85b-41b2-92f3,avec oiseau,apprentissage,6d5c6e0f-b85b-41b2-92f3,311.0015506252085
9d743230-54f6-4489-9e5e,avec oiseau,apprentissage,9d743230-54f6-4489-9e5e,4008.8726579866625
2edb4d6c-a6e8-4ecd-beb0,avec oiseau,apprentissage,2edb4d6c-a6e8-4ecd-beb0,4391.622188419755
bd61126b-58cf-45d7-b9f8,sans oiseau,apprentissage,bd61126b-58cf-45d7-b9f8,1871.466074859942
551cdabf-a970-4ced-a400,avec oiseau,apprentissage,551cdabf-a970-4ced-a400,1822.967770971153
0b6fd8d7-f715-4707-81d7,avec oiseau,apprentissage,0b6fd8d7-f715-4707-81d7,9029.970567225182
a22c9c80-4cc2-4b13-9623,avec oiseau,apprentissage,a22c9c80-4cc2-4b13-9623,4549.564264256137
e332a884-ba80-4998-a9da,sans oiseau,apprentissage,e332a884-ba80-4998-a9da,1228.6130935138126
f4cf3219-6601-411c-8e5b,avec oiseau,apprentissage,f4cf3219-6601-411c-8e5b,5753.05189281157
bf07d954-a56d-4897-a35d,sans oiseau,apprentissage,bf07d954-a56d-4897-a35d,531.057454946605
aac479f1-8ee3-498b-8657,avec oiseau,apprentissage,aac479f1-8ee3-498b-8657,5498.127824839644
82e26f8f-a712-48fa-a62e,sans oiseau,apprentissage,82e26f8f-a712-48fa-a62e,4801.050492354712
7cbe7913-9dfc-4ba8-a654,avec oiseau,apprentissage,7cbe7913-9dfc-4ba8-a654,1081.172151741404
e4e973e4-b48c-4dc7-accc,avec oiseau,apprentissage,e4e973e4-b48c-4dc7-accc,6787.048363961136
1bb6e700-bed0-41e0-980b,avec oiseau,apprentissage,1bb6e700-bed0-41e0-980b,2804.898607598355
169201f9-9fc3-4ec1-9447,avec oiseau,apprentissage,169201f9-9fc3-4ec1-9447,5101.331197177394
7a931d76-03fb-46dc-a2f9,avec oiseau,apprentissage,7a931d76-03fb-46dc-a2f9,1244.8899612851872
82f38614-6e36-4613-bb6e,avec oiseau,apprentissage,82f38614-6e36-4613-bb6e,4008.9005886554964
4db83ad6-2c34-49be-bc3a,sans oiseau,apprentissage,4db83ad6-2c34-49be-bc3a,395.43192402520316
2493e20b-7091-4141-a382,avec oiseau,apprentissage,2493e20b-7091-4141-a382,7445.670759826749
ba470378-8d1f-48ae-a754,avec oiseau,apprentissage,ba470378-8d1f-48ae-a754,7976.030373176842
638346ec-463d-43f6-a0de,avec oiseau,apprentissage,638346ec-463d-43f6-a0de,1533.4570625096076
f4636d1a-bd0d-47bd-afa8,avec oiseau,apprentissage,f4636d1a-bd0d-47bd-afa8,10088.422078216341
e44730ce-5bb3-4972-9d1d,avec oiseau,apprentissage,e44730ce-5bb3-4972-9d1d,2845.306339783387
2171fd34-a31a-4f1f-abfc,avec oiseau,apprentissage,2171fd34-a31a-4f1f-abfc,1849.92747361274
ac01240b-ffb0-4765-84d8,sans oiseau,apprentissage,ac01240b-ffb0-4765-84d8,10466.03095119409
0c258af1-cb59-4c22-b037,avec oiseau,apprentissage,0c258af1-cb59-4c22-b037,464.186446182576
586ac12e-2e50-489c-94ab,sans oiseau,apprentissage,586ac12e-2e50-489c-94ab,2630.638520460852
d5ab5d98-118e-4fd7-b7b8,sans oiseau,apprentissage,d5ab5d98-118e-4fd7-b7b8,1674.2444232861806
8a19b124-0392-479c-aef2,avec oiseau,apprentissage,8a19b124-0392-479c-aef2,403.21659584833145
4a09fb71-c8b1-4c6e-8887,avec oiseau,apprentissage,4a09fb71-c8b1-4c6e-8887,3510.1400643912707
1a8fbdbb-f3e7-4506-8669,sans oiseau,apprentissage,1a8fbdbb-f3e7-4506-8669,2881.188568690038
97e1322d-1bbb-4fb8-9a68,avec oiseau,apprentissage,97e1322d-1bbb-4fb8-9a68,11025.0
f822427a-36ac-4d44-8f02,avec oiseau,apprentissage,f822427a-36ac-4d44-8f02,656.2940136855939
